production_id,production_time,shift,equipment_id,product_id,worker_id,production_qty
P002515,2026-12-23 19:39:00,주간,M02,PR05,W009,1260
P002516,2026-06-10 07:27:00,야간,M05,PR04,W004,1158
P002517,2026-08-13 19:45:00,주간,M05,PR04,W004,1057
P002518,2026-10-13 10:45:00,주간,M04,PR01,W010,948
P002519,2026-10-29 03:56:00,야간,M03,PR05,W009,951
P002520,2026-10-06 03:05:00,야간,M02,PR02,W008,1285
P002521,2026-10-22 19:58:00,주간,M02,PR02,W009,1098
P002522,2026-02-02 23:39:00,야간,M02,PR04,W003,1226
P002523,2026-03-31 09:18:00,주간,M01,PR04,W005,1431
P002524,2026-07-19 16:53:00,주간,M04,PR04,W001,971
P002525,2026-11-29 22:29:00,야간,M05,PR02,W010,1096
P002526,2026-04-05 06:55:00,야간,M03,PR01,W004,976
P002527,2026-04-02 09:12:00,주간,M02,PR04,W007,1031
P002528,2026-11-07 16:50:00,주간,M02,PR04,W005,1280
P002529,2026-06-05 16:21:00,주간,M01,PR02,W005,1398
P002530,2026-02-04 08:40:00,주간,M03,PR02,W002,889
P002531,2026-08-06 07:06:00,야간,M01,PR04,W010,1486
P002532,2026-11-05 09:36:00,주간,M01,PR02,W010,1247
P002533,2026-03-08 00:23:00,야간,M03,PR04,W004,947
P002534,2026-01-19 13:51:00,주간,M02,PR05,W005,1136
P002535,2026-02-19 02:59:00,야간,M04,PR02,W004,947
P002536,2026-09-10 14:18:00,주간,M01,PR04,W009,1296
P002537,2026-10-14 22:08:00,야간,M03,PR02,W007,896
P002538,2026-10-16 07:04:00,야간,M03,PR04,W003,854
P002539,2026-08-21 21:46:00,야간,M02,PR04,W009,1055
P002540,2026-08-15 22:37:00,야간,M03,PR02,W005,851
P002541,2026-09-28 12:42:00,주간,M02,PR04,W006,1262
P002542,2026-02-13 22:36:00,야간,M03,PR01,W009,956
P002543,2026-02-21 13:25:00,주간,M02,PR03,W010,1186
P002544,2026-10-09 18:12:00,주간,M02,PR01,W007,1080
P002545,2026-01-26 13:55:00,주간,M01,PR04,W003,1342
P002546,2026-06-02 03:28:00,야간,M04,PR03,W003,1021
P002547,2026-04-01 05:03:00,야간,M03,PR02,W007,951
P002548,2026-01-01 06:55:00,야간,M02,PR04,W003,1285
P002549,2026-05-08 22:26:00,야간,M03,PR01,W002,960
P002550,2026-03-09 12:41:00,주간,M03,PR02,W008,901
P002551,2026-06-21 21:37:00,야간,M01,PR03,W003,1433
P002552,2026-07-19 16:25:00,주간,M01,PR05,W002,1229
P002553,2026-12-26 21:41:00,야간,M04,PR01,W009,936
P002554,2026-06-02 20:43:00,야간,M03,PR04,W002,880
P002555,2026-04-22 22:22:00,야간,M05,PR05,W007,1004
P002556,2026-04-30 12:22:00,주간,M05,PR05,W007,1011
P002557,2026-07-05 19:20:00,주간,M02,PR04,W001,1157
P002558,2026-08-15 17:38:00,주간,M02,PR01,W005,1145
P002559,2026-01-12 05:08:00,야간,M04,PR03,W004,958
P002560,2026-03-12 23:52:00,야간,M03,PR01,W010,987
P002561,2026-05-01 02:18:00,야간,M03,PR03,W002,882
P002562,2026-04-24 02:53:00,야간,M03,PR03,W006,893
P002563,2026-11-01 20:15:00,야간,M01,PR02,W010,1337
P002564,2026-08-29 15:27:00,주간,M05,PR03,W005,1117
P002565,2026-04-22 21:05:00,야간,M03,PR04,W007,989
P002566,2026-12-26 01:39:00,야간,M04,PR02,W003,946
P002567,2026-07-11 13:02:00,주간,M04,PR02,W008,1039
P002568,2026-07-13 18:39:00,주간,M02,PR05,W003,1270
P002569,2026-01-11 11:22:00,주간,M03,PR05,W004,971
P002570,2026-05-24 15:43:00,주간,M03,PR05,W001,878
P002571,2026-05-25 21:53:00,야간,M02,PR02,W004,1115
P002572,2026-08-21 13:58:00,주간,M05,PR03,W006,1193
P002573,2026-06-27 03:33:00,야간,M03,PR03,W008,897
P002574,2026-09-04 02:14:00,야간,M01,PR02,W004,1368
P002575,2026-08-18 20:42:00,야간,M03,PR03,W002,905
P002576,2026-05-14 16:43:00,주간,M01,PR05,W004,1258
P002577,2026-08-30 15:16:00,주간,M05,PR04,W001,1268
P002578,2026-02-10 20:03:00,야간,M01,PR03,W007,1315
P002579,2026-10-25 00:32:00,야간,M03,PR05,W009,851
P002580,2026-08-08 12:47:00,주간,M04,PR03,W003,903
P002581,2026-02-01 22:48:00,야간,M05,PR02,W009,1206
P002582,2026-06-25 07:56:00,야간,M03,PR01,W006,902
P002583,2026-09-03 13:02:00,주간,M05,PR03,W004,1102
P002584,2026-05-16 08:14:00,주간,M01,PR01,W002,1396
P002585,2026-04-12 12:44:00,주간,M03,PR05,W007,929
P002586,2026-06-13 21:29:00,야간,M02,PR01,W002,1057
P002587,2026-06-15 19:22:00,주간,M05,PR01,W003,1247
P002588,2026-07-17 12:17:00,주간,M01,PR02,W007,1318
P002589,2026-06-09 13:01:00,주간,M05,PR04,W007,1216
P002590,2026-10-22 15:39:00,주간,M01,PR02,W005,1431
P002591,2026-04-15 02:12:00,야간,M03,PR03,W008,979
P002592,2026-12-25 02:45:00,야간,M03,PR02,W001,918
P002593,2026-10-29 22:33:00,야간,M03,PR01,W008,935
P002594,2026-11-10 10:12:00,주간,M05,PR02,W001,1135
P002595,2026-08-21 03:58:00,야간,M03,PR05,W004,929
P002596,2026-07-11 21:20:00,야간,M03,PR04,W008,901
P002597,2026-01-19 16:27:00,주간,M02,PR05,W005,1156
P002598,2026-10-20 22:08:00,야간,M04,PR03,W002,996
P002599,2026-09-17 11:44:00,주간,M03,PR01,W005,864
P002600,2026-01-21 23:00:00,야간,M03,PR05,W006,868
P002601,2026-09-01 15:59:00,주간,M05,PR01,W002,1166
P002602,2026-12-05 10:28:00,주간,M03,PR04,W005,921
P002603,2026-03-13 21:07:00,야간,M03,PR03,W001,893
P002604,2026-03-03 18:31:00,주간,M04,PR05,W005,952
P002605,2026-04-06 00:06:00,야간,M05,PR05,W003,1158
P002606,2026-11-20 19:41:00,주간,M05,PR05,W005,1067
P002607,2026-07-05 09:11:00,주간,M05,PR02,W006,1033
P002608,2026-11-27 16:37:00,주간,M01,PR04,W003,1335
P002609,2026-09-13 04:51:00,야간,M04,PR03,W010,1025
P002610,2026-07-04 12:04:00,주간,M02,PR04,W002,1214
P002611,2026-05-18 23:39:00,야간,M05,PR04,W002,1063
P002612,2026-11-12 21:20:00,야간,M02,PR02,W005,1152
P002613,2026-03-28 09:35:00,주간,M02,PR04,W006,1210
P002614,2026-03-01 21:08:00,야간,M05,PR04,W009,1298
P002615,2026-05-22 05:50:00,야간,M04,PR04,W001,1004
P002616,2026-11-04 15:37:00,주간,M03,PR01,W001,851
P002617,2026-07-31 14:18:00,주간,M02,PR05,W003,1229
P002618,2026-03-29 09:27:00,주간,M01,PR05,W003,1486
P002619,2026-11-10 05:53:00,야간,M01,PR04,W006,1423
P002620,2026-12-18 07:20:00,야간,M01,PR03,W005,1474
P002621,2026-03-05 05:56:00,야간,M04,PR02,W004,1052
P002622,2026-09-17 18:46:00,주간,M02,PR02,W007,1180
P002623,2026-11-14 19:40:00,주간,M03,PR05,W008,959
P002624,2026-08-31 15:21:00,주간,M05,PR04,W002,1109
P002625,2026-08-29 19:12:00,주간,M05,PR04,W007,1100
P002626,2026-05-06 13:12:00,주간,M01,PR03,W007,1357
P002627,2026-10-24 16:38:00,주간,M04,PR04,W006,1043
P002628,2026-04-16 23:44:00,야간,M03,PR02,W003,854
P002629,2026-10-10 00:53:00,야간,M01,PR03,W003,1361
P002630,2026-09-25 15:56:00,주간,M04,PR05,W008,983
P002631,2026-01-07 15:03:00,주간,M01,PR05,W001,1206
P002632,2026-11-27 11:18:00,주간,M03,PR05,W003,921
P002633,2026-03-30 15:54:00,주간,M03,PR02,W002,862
P002634,2026-07-04 02:46:00,야간,M05,PR04,W005,1104
P002635,2026-01-26 20:04:00,야간,M03,PR05,W002,854
P002636,2026-11-08 00:15:00,야간,M01,PR04,W002,1376
P002637,2026-02-27 04:53:00,야간,M03,PR04,W005,870
P002638,2026-01-16 12:22:00,주간,M02,PR02,W005,1263
P002639,2026-04-15 08:45:00,주간,M05,PR03,W008,1062
P002640,2026-02-02 20:48:00,야간,M03,PR02,W009,851
P002641,2026-09-15 20:52:00,야간,M03,PR03,W001,891
P002642,2026-08-18 15:03:00,주간,M05,PR05,W009,1111
P002643,2026-06-25 18:13:00,주간,M02,PR02,W010,1088
P002644,2026-06-01 16:06:00,주간,M02,PR01,W004,1006
P002645,2026-07-09 08:39:00,주간,M04,PR03,W004,976
P002646,2026-07-25 19:14:00,주간,M05,PR04,W002,1156
P002647,2026-01-18 23:34:00,야간,M05,PR02,W006,1234
P002648,2026-07-08 08:49:00,주간,M02,PR05,W006,1275
P002649,2026-05-31 11:26:00,주간,M02,PR01,W008,1123
P002650,2026-04-17 22:38:00,야간,M04,PR04,W003,992
P002651,2026-06-14 23:20:00,야간,M01,PR05,W001,1436
P002652,2026-03-23 01:10:00,야간,M01,PR04,W007,1420
P002653,2026-05-15 04:09:00,야간,M02,PR02,W008,1096
P002654,2026-10-22 11:31:00,주간,M05,PR01,W001,1227
P002655,2026-10-07 10:29:00,주간,M03,PR05,W003,886
P002656,2026-11-29 12:13:00,주간,M05,PR03,W001,1141
P002657,2026-12-17 15:34:00,주간,M04,PR05,W004,1019
P002658,2026-08-16 09:19:00,주간,M05,PR01,W003,1162
P002659,2026-04-16 02:12:00,야간,M02,PR01,W007,1238
P002660,2026-09-07 12:18:00,주간,M03,PR01,W010,883
P002661,2026-05-10 16:32:00,주간,M03,PR03,W003,971
P002662,2026-02-26 03:27:00,야간,M02,PR02,W001,1132
P002663,2026-12-22 17:19:00,주간,M03,PR03,W006,878
P002664,2026-06-17 22:44:00,야간,M05,PR02,W001,1040
P002665,2026-09-04 00:11:00,야간,M03,PR01,W002,873
P002666,2026-08-04 17:24:00,주간,M03,PR01,W010,984
P002667,2026-04-16 20:28:00,야간,M02,PR03,W009,1251
P002668,2026-02-13 01:20:00,야간,M03,PR04,W005,981
P002669,2026-10-28 13:14:00,주간,M05,PR03,W007,1131
P002670,2026-11-05 14:22:00,주간,M02,PR02,W004,1190
P002671,2026-06-05 21:09:00,야간,M02,PR01,W007,1005
P002672,2026-08-21 16:17:00,주간,M01,PR01,W004,1268
P002673,2026-03-02 10:45:00,주간,M02,PR05,W010,1212
P002674,2026-09-13 20:35:00,야간,M01,PR01,W007,1273
P002675,2026-11-01 23:37:00,야간,M01,PR04,W002,1454
P002676,2026-05-02 14:59:00,주간,M01,PR01,W005,1205
P002677,2026-11-26 18:25:00,주간,M04,PR01,W005,1023
P002678,2026-08-23 12:07:00,주간,M05,PR02,W002,1248
P002679,2026-12-30 20:30:00,야간,M05,PR01,W005,1212
P002680,2026-06-29 21:57:00,야간,M05,PR04,W007,1155
P002681,2026-12-25 15:39:00,주간,M02,PR02,W009,1120
P002682,2026-05-26 16:51:00,주간,M03,PR05,W002,955
P002683,2026-12-08 03:21:00,야간,M02,PR02,W008,1252
P002684,2026-10-30 10:18:00,주간,M01,PR01,W010,1258
P002685,2026-08-02 14:07:00,주간,M01,PR04,W004,1412
P002686,2026-03-28 20:39:00,야간,M05,PR05,W001,1046
P002687,2026-06-02 05:28:00,야간,M05,PR03,W009,1227
P002688,2026-06-24 03:39:00,야간,M02,PR04,W005,1156
P002689,2026-11-30 02:17:00,야간,M01,PR01,W005,1456
P002690,2026-01-31 02:32:00,야간,M03,PR03,W009,919
P002691,2026-08-12 08:33:00,주간,M03,PR02,W001,923
P002692,2026-08-20 11:13:00,주간,M01,PR05,W009,1257
P002693,2026-10-26 17:40:00,주간,M02,PR01,W008,1067
P002694,2026-11-20 06:33:00,야간,M01,PR05,W004,1342
P002695,2026-05-17 07:48:00,야간,M04,PR04,W002,1001
P002696,2026-07-01 22:19:00,야간,M04,PR05,W006,1030
P002697,2026-05-18 22:15:00,야간,M01,PR03,W004,1362
P002698,2026-02-19 14:29:00,주간,M01,PR02,W010,1253
P002699,2026-09-23 21:29:00,야간,M04,PR03,W007,1035
P002700,2026-12-01 15:03:00,주간,M04,PR01,W004,980
P002701,2026-05-22 14:51:00,주간,M02,PR01,W001,1246
P002702,2026-03-13 14:04:00,주간,M04,PR01,W005,915
P002703,2026-04-26 10:50:00,주간,M02,PR04,W005,1254
P002704,2026-03-21 13:48:00,주간,M03,PR03,W003,897
P002705,2026-05-02 21:21:00,야간,M05,PR02,W009,1027
P002706,2026-12-20 09:18:00,주간,M01,PR01,W004,1496
P002707,2026-07-17 21:30:00,야간,M05,PR02,W008,1278
P002708,2026-01-17 13:12:00,주간,M03,PR04,W005,998
P002709,2026-05-12 08:10:00,주간,M02,PR01,W003,1210
P002710,2026-10-17 23:44:00,야간,M05,PR01,W009,1223
P002711,2026-11-27 20:58:00,야간,M01,PR03,W008,1242
P002712,2026-03-09 07:30:00,야간,M05,PR02,W005,1034
P002713,2026-07-05 19:52:00,주간,M02,PR02,W010,1121
P002714,2026-12-08 20:14:00,야간,M03,PR01,W010,954
P002715,2026-05-01 09:10:00,주간,M01,PR03,W006,1420
P002716,2026-03-05 14:20:00,주간,M04,PR01,W001,1018
P002717,2026-12-21 10:16:00,주간,M04,PR05,W005,948
P002718,2026-06-24 12:26:00,주간,M02,PR01,W003,1030
P002719,2026-08-20 20:06:00,야간,M04,PR01,W004,1088
P002720,2026-07-13 05:13:00,야간,M04,PR03,W007,1086
P002721,2026-08-23 00:40:00,야간,M01,PR05,W006,1245
P002722,2026-11-18 04:49:00,야간,M04,PR03,W004,930
P002723,2026-11-10 08:07:00,주간,M04,PR01,W009,922
P002724,2026-10-03 06:02:00,야간,M02,PR01,W007,1073
P002725,2026-03-23 10:29:00,주간,M03,PR02,W005,973
P002726,2026-06-22 19:22:00,주간,M05,PR01,W002,1048
P002727,2026-11-08 20:18:00,야간,M04,PR03,W009,972
P002728,2026-01-17 21:18:00,야간,M03,PR05,W001,970
P002729,2026-11-30 10:43:00,주간,M04,PR03,W005,965
P002730,2026-09-06 10:13:00,주간,M05,PR02,W005,1283
P002731,2026-03-19 01:50:00,야간,M05,PR05,W002,1038
P002732,2026-03-16 19:47:00,주간,M02,PR05,W004,1204
P002733,2026-05-22 19:52:00,주간,M02,PR01,W008,1251
P002734,2026-06-10 23:58:00,야간,M05,PR04,W007,1038
P002735,2026-05-09 16:27:00,주간,M03,PR04,W007,878
P002736,2026-03-26 00:12:00,야간,M02,PR05,W004,1176
P002737,2026-06-30 00:59:00,야간,M02,PR05,W002,1165
P002738,2026-04-09 04:44:00,야간,M04,PR05,W001,1053
P002739,2026-02-02 06:12:00,야간,M05,PR05,W003,1195
P002740,2026-12-21 19:15:00,주간,M02,PR01,W009,1140
P002741,2026-09-19 04:34:00,야간,M04,PR04,W001,986
P002742,2026-05-22 02:22:00,야간,M03,PR05,W005,868
P002743,2026-12-26 17:33:00,주간,M01,PR04,W006,1225
P002744,2026-12-22 07:46:00,야간,M01,PR02,W004,1279
P002745,2026-06-23 05:38:00,야간,M02,PR02,W009,1081
P002746,2026-03-14 12:18:00,주간,M05,PR01,W008,1028
P002747,2026-03-19 09:02:00,주간,M03,PR02,W001,987
P002748,2026-07-02 19:17:00,주간,M05,PR04,W008,1208
P002749,2026-02-20 22:32:00,야간,M05,PR04,W004,1077
P002750,2026-09-05 16:49:00,주간,M05,PR05,W005,1280
P002751,2026-09-05 20:24:00,야간,M03,PR04,W010,972
P002752,2026-11-03 00:06:00,야간,M03,PR01,W003,922
P002753,2026-07-30 13:34:00,주간,M03,PR01,W008,863
P002754,2026-07-15 19:41:00,주간,M01,PR04,W002,1315
P002755,2026-04-06 11:02:00,주간,M04,PR04,W009,1073
P002756,2026-10-13 17:20:00,주간,M04,PR05,W003,961
P002757,2026-04-13 21:02:00,야간,M04,PR04,W007,903
P002758,2026-03-27 07:29:00,야간,M04,PR02,W004,935
P002759,2026-03-27 02:46:00,야간,M01,PR04,W003,1299
P002760,2026-08-31 09:36:00,주간,M01,PR04,W004,1275
P002761,2026-11-28 22:23:00,야간,M01,PR01,W003,1328
P002762,2026-10-03 19:19:00,주간,M04,PR02,W009,983
P002763,2026-07-27 00:18:00,야간,M01,PR01,W005,1388
P002764,2026-01-07 13:19:00,주간,M03,PR02,W001,862
P002765,2026-05-20 20:47:00,야간,M03,PR01,W001,883
P002766,2026-04-18 15:39:00,주간,M04,PR05,W002,1031
P002767,2026-10-05 19:22:00,주간,M02,PR05,W001,1036
P002768,2026-05-20 02:33:00,야간,M03,PR04,W005,944
P002769,2026-01-24 15:33:00,주간,M03,PR02,W004,865
P002770,2026-10-17 12:52:00,주간,M05,PR02,W010,1292
P002771,2026-10-16 22:11:00,야간,M05,PR04,W004,1088
P002772,2026-03-06 16:32:00,주간,M02,PR03,W005,1179
P002773,2026-04-20 22:07:00,야간,M02,PR01,W008,1044
P002774,2026-10-27 05:34:00,야간,M03,PR02,W007,870
P002775,2026-11-29 14:45:00,주간,M04,PR02,W009,925
P002776,2026-01-09 21:22:00,야간,M01,PR03,W003,1449
P002777,2026-04-28 14:22:00,주간,M03,PR02,W003,886
P002778,2026-09-18 09:44:00,주간,M04,PR04,W005,947
P002779,2026-07-13 10:21:00,주간,M05,PR03,W006,1009
P002780,2026-11-25 18:35:00,주간,M05,PR02,W002,1199
P002781,2026-06-07 19:50:00,주간,M05,PR02,W001,1252
P002782,2026-11-07 16:36:00,주간,M01,PR04,W010,1222
P002783,2026-10-07 22:23:00,야간,M05,PR04,W003,1022
P002784,2026-05-18 20:46:00,야간,M01,PR05,W006,1453
P002785,2026-06-25 08:52:00,주간,M03,PR05,W003,904
P002786,2026-07-22 23:29:00,야간,M02,PR05,W005,1214
P002787,2026-05-08 19:09:00,주간,M05,PR03,W003,1178
P002788,2026-05-25 23:14:00,야간,M03,PR04,W004,877
P002789,2026-12-29 10:12:00,주간,M03,PR02,W008,915
P002790,2026-05-31 01:12:00,야간,M02,PR03,W002,1255
P002791,2026-02-12 15:14:00,주간,M04,PR05,W005,951
P002792,2026-02-24 07:00:00,야간,M02,PR03,W005,1261
P002793,2026-10-17 09:50:00,주간,M03,PR01,W003,896
P002794,2026-01-16 08:57:00,주간,M02,PR03,W010,1256
P002795,2026-04-11 16:44:00,주간,M04,PR03,W007,1070
P002796,2026-01-12 16:21:00,주간,M05,PR04,W004,1063
P002797,2026-03-07 23:51:00,야간,M04,PR05,W010,941
P002798,2026-03-15 06:39:00,야간,M01,PR01,W005,1209
P002799,2026-04-30 12:54:00,주간,M01,PR05,W003,1465
P002800,2026-05-18 03:30:00,야간,M03,PR01,W010,1000
P002801,2026-12-04 18:04:00,주간,M01,PR05,W009,1241
P002802,2026-06-28 15:45:00,주간,M04,PR04,W004,905
P002803,2026-06-14 22:19:00,야간,M02,PR05,W001,1287
P002804,2026-09-24 13:25:00,주간,M01,PR02,W009,1217
P002805,2026-04-19 11:19:00,주간,M01,PR01,W001,1490
P002806,2026-03-13 18:36:00,주간,M03,PR03,W002,872
P002807,2026-06-17 08:40:00,주간,M02,PR05,W006,1134
P002808,2026-05-12 12:48:00,주간,M01,PR03,W007,1378
P002809,2026-07-22 08:10:00,주간,M01,PR03,W009,1439
P002810,2026-12-23 20:50:00,야간,M01,PR03,W002,1447
P002811,2026-01-05 22:50:00,야간,M05,PR05,W002,1270
P002812,2026-07-18 21:36:00,야간,M02,PR01,W002,1126
P002813,2026-10-25 06:44:00,야간,M01,PR02,W002,1323
P002814,2026-01-11 20:51:00,야간,M05,PR04,W004,1161
P002815,2026-01-03 22:15:00,야간,M01,PR03,W004,1438
P002816,2026-04-14 22:49:00,야간,M01,PR04,W002,1401
P002817,2026-11-01 05:04:00,야간,M01,PR01,W005,1221
P002818,2026-04-20 11:37:00,주간,M02,PR01,W004,1285
P002819,2026-08-10 07:58:00,야간,M05,PR03,W007,1203
P002820,2026-02-03 18:49:00,주간,M04,PR01,W006,975
P002821,2026-02-15 19:22:00,주간,M03,PR04,W009,960
P002822,2026-07-18 18:38:00,주간,M02,PR02,W001,1194
P002823,2026-03-16 20:53:00,야간,M01,PR02,W008,1305
P002824,2026-08-27 11:42:00,주간,M03,PR01,W005,876
P002825,2026-08-31 08:29:00,주간,M05,PR03,W003,1273
P002826,2026-04-22 18:41:00,주간,M01,PR02,W001,1245
P002827,2026-09-11 23:04:00,야간,M05,PR02,W009,1199
P002828,2026-01-11 17:35:00,주간,M04,PR03,W001,1026
P002829,2026-01-19 13:29:00,주간,M01,PR02,W008,1444
P002830,2026-09-25 17:20:00,주간,M05,PR05,W004,1183
P002831,2026-06-13 06:47:00,야간,M05,PR01,W002,1100
P002832,2026-04-20 07:27:00,야간,M01,PR05,W007,1302
P002833,2026-11-26 06:56:00,야간,M02,PR05,W008,1267
P002834,2026-02-12 23:47:00,야간,M01,PR02,W008,1201
P002835,2026-11-28 03:32:00,야간,M04,PR04,W010,1053
P002836,2026-10-26 14:26:00,주간,M04,PR03,W005,910
P002837,2026-12-06 15:21:00,주간,M05,PR04,W005,1257
P002838,2026-06-13 11:52:00,주간,M02,PR03,W007,1268
P002839,2026-08-15 23:56:00,야간,M03,PR04,W010,996
P002840,2026-08-08 04:46:00,야간,M01,PR03,W004,1458
P002841,2026-04-23 03:00:00,야간,M04,PR01,W005,1046
P002842,2026-03-24 23:08:00,야간,M05,PR05,W003,1068
P002843,2026-01-18 23:01:00,야간,M03,PR02,W003,960
P002844,2026-06-11 21:13:00,야간,M03,PR05,W009,918
P002845,2026-04-15 10:33:00,주간,M04,PR04,W001,1040
P002846,2026-09-28 01:09:00,야간,M05,PR01,W010,1219
P002847,2026-07-27 17:48:00,주간,M04,PR03,W002,951
P002848,2026-01-30 17:16:00,주간,M03,PR01,W005,937
P002849,2026-09-04 14:03:00,주간,M04,PR02,W003,1000
P002850,2026-06-03 21:22:00,야간,M01,PR03,W009,1287
P002851,2026-01-18 16:40:00,주간,M02,PR02,W006,1205
P002852,2026-04-16 20:11:00,야간,M01,PR01,W009,1476
P002853,2026-07-18 13:20:00,주간,M02,PR05,W006,1274
P002854,2026-06-02 00:43:00,야간,M04,PR03,W007,909
P002855,2026-03-18 01:11:00,야간,M05,PR03,W007,1035
P002856,2026-03-14 16:05:00,주간,M01,PR04,W006,1441
P002857,2026-10-11 09:51:00,주간,M04,PR05,W002,1049
P002858,2026-09-09 00:41:00,야간,M03,PR03,W005,872
P002859,2026-03-30 18:10:00,주간,M01,PR03,W010,1386
P002860,2026-08-26 21:56:00,야간,M05,PR04,W003,1085
P002861,2026-05-04 15:58:00,주간,M01,PR05,W006,1235
P002862,2026-02-02 10:11:00,주간,M05,PR04,W009,1146
P002863,2026-03-30 18:30:00,주간,M02,PR01,W006,1141
P002864,2026-02-07 07:07:00,야간,M05,PR03,W004,1298
P002865,2026-05-20 08:33:00,주간,M02,PR02,W001,1070
P002866,2026-08-30 19:44:00,주간,M05,PR01,W001,1049
P002867,2026-08-15 20:48:00,야간,M01,PR05,W005,1251
P002868,2026-09-04 21:09:00,야간,M04,PR05,W002,984
P002869,2026-03-27 09:04:00,주간,M01,PR01,W003,1290
P002870,2026-04-27 06:07:00,야간,M03,PR04,W003,990
P002871,2026-05-26 18:14:00,주간,M03,PR03,W009,945
P002872,2026-12-11 08:23:00,주간,M04,PR01,W004,916
P002873,2026-05-27 11:36:00,주간,M01,PR02,W007,1406
P002874,2026-01-21 16:56:00,주간,M05,PR03,W004,1007
P002875,2026-02-15 15:51:00,주간,M01,PR04,W007,1270
P002876,2026-12-01 08:37:00,주간,M05,PR02,W005,1221
P002877,2026-01-18 05:18:00,야간,M05,PR03,W005,1075
P002878,2026-08-16 07:06:00,야간,M03,PR01,W006,880
P002879,2026-10-20 19:19:00,주간,M05,PR04,W008,1126
P002880,2026-07-04 09:23:00,주간,M04,PR04,W007,1047
P002881,2026-08-29 17:54:00,주간,M01,PR02,W002,1213
P002882,2026-11-27 00:15:00,야간,M01,PR02,W007,1239
P002883,2026-05-10 02:59:00,야간,M05,PR05,W009,1235
P002884,2026-05-22 15:47:00,주간,M03,PR03,W002,921
P002885,2026-07-07 18:15:00,주간,M05,PR05,W003,1297
P002886,2026-02-14 11:33:00,주간,M04,PR03,W007,948
P002887,2026-01-25 03:05:00,야간,M04,PR03,W004,1036
P002888,2026-10-08 17:34:00,주간,M04,PR02,W002,1037
P002889,2026-04-24 21:56:00,야간,M05,PR05,W010,1165
P002890,2026-01-16 20:37:00,야간,M04,PR04,W008,974
P002891,2026-06-28 10:52:00,주간,M02,PR05,W008,1102
P002892,2026-02-07 06:49:00,야간,M05,PR02,W002,1116
P002893,2026-10-10 23:26:00,야간,M05,PR02,W010,1180
P002894,2026-06-10 22:42:00,야간,M05,PR05,W007,1226
P002895,2026-01-13 11:20:00,주간,M04,PR03,W003,953
P002896,2026-04-07 00:21:00,야간,M05,PR01,W008,1194
P002897,2026-02-10 14:03:00,주간,M01,PR02,W003,1279
P002898,2026-06-07 05:52:00,야간,M04,PR04,W006,1089
P002899,2026-07-21 14:31:00,주간,M03,PR01,W008,981
P002900,2026-06-20 20:12:00,야간,M04,PR04,W006,1084
P002901,2026-02-23 05:22:00,야간,M05,PR01,W007,1180
P002902,2026-08-15 16:18:00,주간,M01,PR05,W004,1287
P002903,2026-08-29 22:13:00,야간,M05,PR02,W006,1004
P002904,2026-10-19 11:41:00,주간,M04,PR03,W001,1075
P002905,2026-07-09 15:41:00,주간,M01,PR04,W008,1301
P002906,2026-07-21 19:36:00,주간,M05,PR02,W004,1024
P002907,2026-03-07 20:01:00,야간,M04,PR05,W002,937
P002908,2026-06-18 13:25:00,주간,M02,PR03,W003,1255
P002909,2026-03-24 05:03:00,야간,M01,PR01,W005,1374
P002910,2026-02-07 16:25:00,주간,M05,PR05,W005,1137
P002911,2026-11-01 00:24:00,야간,M05,PR04,W009,1291
P002912,2026-08-29 14:23:00,주간,M01,PR03,W009,1395
P002913,2026-06-27 19:47:00,주간,M04,PR04,W003,1031
P002914,2026-04-28 17:20:00,주간,M02,PR04,W007,1236
P002915,2026-11-05 14:08:00,주간,M02,PR02,W008,1112
P002916,2026-06-26 16:29:00,주간,M03,PR05,W010,852
P002917,2026-06-24 09:37:00,주간,M02,PR02,W006,1045
P002918,2026-01-15 14:39:00,주간,M01,PR02,W003,1326
P002919,2026-11-28 00:58:00,야간,M02,PR04,W010,1297
P002920,2026-08-20 06:13:00,야간,M01,PR03,W009,1208
P002921,2026-09-23 22:52:00,야간,M02,PR01,W008,1260
P002922,2026-03-16 22:38:00,야간,M03,PR03,W004,916
P002923,2026-03-21 23:04:00,야간,M02,PR04,W004,1204
P002924,2026-09-16 11:33:00,주간,M03,PR04,W005,946
P002925,2026-03-05 09:20:00,주간,M02,PR03,W007,1278
P002926,2026-08-29 23:10:00,야간,M01,PR05,W009,1228
P002927,2026-12-24 14:06:00,주간,M04,PR04,W006,1016
P002928,2026-06-16 21:53:00,야간,M04,PR04,W001,1042
P002929,2026-06-11 22:17:00,야간,M05,PR01,W006,1120
P002930,2026-03-25 12:54:00,주간,M05,PR05,W005,1099
P002931,2026-11-25 05:08:00,야간,M04,PR02,W005,989
P002932,2026-07-11 04:44:00,야간,M03,PR05,W005,925
P002933,2026-02-17 13:37:00,주간,M05,PR01,W004,1285
P002934,2026-09-18 18:52:00,주간,M01,PR03,W002,1389
P002935,2026-01-25 10:10:00,주간,M03,PR05,W001,922
P002936,2026-03-12 22:00:00,야간,M05,PR01,W002,1160
P002937,2026-02-18 21:31:00,야간,M01,PR04,W008,1315
P002938,2026-09-02 04:48:00,야간,M02,PR03,W007,1006
P002939,2026-01-22 05:54:00,야간,M04,PR01,W008,941
P002940,2026-07-14 23:49:00,야간,M03,PR03,W007,858
P002941,2026-06-12 17:13:00,주간,M03,PR05,W006,896
