quality_id,production_id,inspection_time,inspector,inspection_result,defect_type,defect_qty,defect_rate,defect_cause
Q007963,P007963,2026-04-06 18:32:00,검사원C,합격,없음,0,0.0,정상
Q007964,P007964,2026-02-12 19:30:00,검사원C,합격,없음,0,0.0,정상
Q007965,P007965,2026-02-19 03:58:00,검사원C,합격,없음,0,0.0,정상
Q007966,P007966,2026-01-18 01:37:00,검사원B,합격,없음,0,0.0,정상
Q007967,P007967,2026-05-30 02:14:00,검사원C,합격,없음,0,0.0,정상
Q007968,P007968,2026-12-12 01:20:00,검사원B,합격,없음,0,0.0,정상
Q007969,P007969,2026-12-29 22:36:00,검사원B,합격,없음,0,0.0,정상
Q007970,P007970,2026-08-25 13:54:00,검사원B,합격,없음,0,0.0,정상
Q007971,P007971,2026-07-09 02:57:00,검사원C,합격,없음,0,0.0,정상
Q007972,P007972,2026-03-15 18:51:00,검사원A,합격,없음,0,0.0,정상
Q007973,P007973,2026-03-25 14:32:00,검사원A,불합격,치수불량,17,1.91,설비 진동
Q007974,P007974,2026-02-12 01:51:00,검사원C,불합격,스크래치,13,1.28,설비 마모
Q007975,P007975,2026-12-15 19:29:00,검사원B,합격,없음,0,0.0,정상
Q007976,P007976,2026-09-19 22:08:00,검사원B,합격,없음,0,0.0,정상
Q007977,P007977,2026-11-26 12:17:00,검사원B,합격,없음,0,0.0,정상
Q007978,P007978,2026-06-15 19:19:00,검사원B,불합격,스크래치,15,1.53,설비 마모
Q007979,P007979,2026-01-29 03:10:00,검사원C,불합격,스크래치,23,2.57,설비 마모
Q007980,P007980,2026-07-31 21:46:00,검사원C,합격,없음,0,0.0,정상
Q007981,P007981,2026-06-26 23:07:00,검사원A,합격,없음,0,0.0,정상
Q007982,P007982,2026-11-29 14:02:00,검사원B,합격,없음,0,0.0,정상
Q007983,P007983,2026-08-13 15:48:00,검사원B,합격,없음,0,0.0,정상
Q007984,P007984,2026-06-17 02:41:00,검사원A,합격,없음,0,0.0,정상
Q007985,P007985,2026-05-25 16:59:00,검사원B,합격,없음,0,0.0,정상
Q007986,P007986,2026-06-15 09:56:00,검사원C,합격,없음,0,0.0,정상
Q007987,P007987,2026-06-02 13:34:00,검사원C,불합격,오염,10,0.98,작업환경
Q007988,P007988,2026-08-01 10:33:00,검사원A,합격,없음,0,0.0,정상
Q007989,P007989,2026-11-09 18:12:00,검사원B,합격,없음,0,0.0,정상
Q007990,P007990,2026-05-11 12:25:00,검사원B,합격,없음,0,0.0,정상
Q007991,P007991,2026-09-05 10:24:00,검사원B,합격,없음,0,0.0,정상
Q007992,P007992,2026-02-14 00:49:00,검사원B,합격,없음,0,0.0,정상
Q007993,P007993,2026-12-06 08:38:00,검사원B,합격,없음,0,0.0,정상
Q007994,P007994,2026-01-13 22:00:00,검사원C,합격,없음,0,0.0,정상
Q007995,P007995,2026-07-05 01:13:00,검사원C,합격,없음,0,0.0,정상
Q007996,P007996,2026-07-02 19:50:00,검사원C,합격,없음,0,0.0,정상
Q007997,P007997,2026-06-26 15:59:00,검사원B,합격,없음,0,0.0,정상
Q007998,P007998,2026-10-24 19:12:00,검사원A,합격,없음,0,0.0,정상
Q007999,P007999,2026-10-22 03:38:00,검사원B,합격,없음,0,0.0,정상
Q008000,P008000,2026-12-16 15:59:00,검사원A,합격,없음,0,0.0,정상
Q008001,P008001,2026-07-26 20:53:00,검사원C,합격,없음,0,0.0,정상
Q008002,P008002,2026-04-27 17:22:00,검사원C,합격,없음,0,0.0,정상
Q008003,P008003,2026-07-07 23:05:00,검사원A,불합격,오염,8,0.78,작업환경
Q008004,P008004,2026-07-18 13:15:00,검사원C,합격,없음,0,0.0,정상
Q008005,P008005,2026-11-09 18:51:00,검사원B,합격,없음,0,0.0,정상
Q008006,P008006,2026-02-06 02:02:00,검사원B,합격,없음,0,0.0,정상
Q008007,P008007,2026-07-04 18:17:00,검사원A,합격,없음,0,0.0,정상
Q008008,P008008,2026-05-26 16:09:00,검사원B,합격,없음,0,0.0,정상
Q008009,P008009,2026-10-18 15:24:00,검사원C,합격,없음,0,0.0,정상
Q008010,P008010,2026-12-19 00:15:00,검사원A,합격,없음,0,0.0,정상
Q008011,P008011,2026-01-20 19:23:00,검사원B,합격,없음,0,0.0,정상
Q008012,P008012,2026-03-29 18:19:00,검사원B,합격,없음,0,0.0,정상
Q008013,P008013,2026-06-25 13:01:00,검사원C,합격,없음,0,0.0,정상
Q008014,P008014,2026-05-11 21:15:00,검사원B,합격,없음,0,0.0,정상
Q008015,P008015,2026-02-24 23:47:00,검사원A,합격,없음,0,0.0,정상
Q008016,P008016,2026-06-21 10:40:00,검사원C,합격,없음,0,0.0,정상
Q008017,P008017,2026-06-01 03:09:00,검사원A,합격,없음,0,0.0,정상
Q008018,P008018,2026-07-29 12:37:00,검사원A,합격,없음,0,0.0,정상
Q008019,P008019,2026-05-10 18:20:00,검사원B,합격,없음,0,0.0,정상
Q008020,P008020,2026-05-29 14:33:00,검사원B,합격,없음,0,0.0,정상
Q008021,P008021,2026-02-16 21:42:00,검사원C,합격,없음,0,0.0,정상
Q008022,P008022,2026-08-01 15:38:00,검사원B,불합격,스크래치,17,1.8,설비 마모
Q008023,P008023,2026-06-30 18:57:00,검사원B,합격,없음,0,0.0,정상
Q008024,P008024,2026-04-05 16:55:00,검사원A,합격,없음,0,0.0,정상
Q008025,P008025,2026-12-15 01:26:00,검사원B,합격,없음,0,0.0,정상
Q008026,P008026,2026-09-08 22:03:00,검사원A,합격,없음,0,0.0,정상
Q008027,P008027,2026-10-09 15:25:00,검사원A,합격,없음,0,0.0,정상
Q008028,P008028,2026-09-06 14:30:00,검사원C,합격,없음,0,0.0,정상
Q008029,P008029,2026-07-26 13:57:00,검사원B,합격,없음,0,0.0,정상
Q008030,P008030,2026-05-24 01:39:00,검사원C,합격,없음,0,0.0,정상
Q008031,P008031,2026-10-02 03:02:00,검사원A,합격,없음,0,0.0,정상
Q008032,P008032,2026-04-22 19:48:00,검사원B,합격,없음,0,0.0,정상
Q008033,P008033,2026-12-22 04:01:00,검사원A,합격,없음,0,0.0,정상
Q008034,P008034,2026-07-04 22:20:00,검사원A,합격,없음,0,0.0,정상
Q008035,P008035,2026-08-24 07:14:00,검사원B,합격,없음,0,0.0,정상
Q008036,P008036,2026-11-04 10:43:00,검사원B,합격,없음,0,0.0,정상
Q008037,P008037,2026-11-13 22:40:00,검사원A,합격,없음,0,0.0,정상
Q008038,P008038,2026-01-01 05:51:00,검사원B,합격,없음,0,0.0,정상
Q008039,P008039,2026-12-06 06:46:00,검사원A,합격,없음,0,0.0,정상
Q008040,P008040,2026-07-05 06:58:00,검사원A,합격,없음,0,0.0,정상
Q008041,P008041,2026-10-29 18:49:00,검사원C,합격,없음,0,0.0,정상
Q008042,P008042,2026-02-11 13:04:00,검사원B,합격,없음,0,0.0,정상
Q008043,P008043,2026-04-29 23:38:00,검사원B,합격,없음,0,0.0,정상
Q008044,P008044,2026-08-31 20:41:00,검사원A,합격,없음,0,0.0,정상
Q008045,P008045,2026-07-26 05:52:00,검사원C,합격,없음,0,0.0,정상
Q008046,P008046,2026-05-09 15:40:00,검사원B,합격,없음,0,0.0,정상
Q008047,P008047,2026-07-06 05:03:00,검사원C,합격,없음,0,0.0,정상
Q008048,P008048,2026-04-27 08:25:00,검사원C,합격,없음,0,0.0,정상
Q008049,P008049,2026-09-25 12:50:00,검사원C,합격,없음,0,0.0,정상
Q008050,P008050,2026-08-06 21:20:00,검사원B,합격,없음,0,0.0,정상
Q008051,P008051,2026-01-06 09:22:00,검사원C,합격,없음,0,0.0,정상
Q008052,P008052,2026-12-22 20:57:00,검사원C,합격,없음,0,0.0,정상
Q008053,P008053,2026-09-21 14:21:00,검사원A,합격,없음,0,0.0,정상
Q008054,P008054,2026-08-15 10:34:00,검사원C,불합격,치수불량,27,2.92,설비 진동
Q008055,P008055,2026-10-05 06:47:00,검사원B,합격,없음,0,0.0,정상
Q008056,P008056,2026-10-28 20:46:00,검사원C,합격,없음,0,0.0,정상
Q008057,P008057,2026-09-08 22:00:00,검사원A,합격,없음,0,0.0,정상
Q008058,P008058,2026-04-11 13:55:00,검사원C,합격,없음,0,0.0,정상
Q008059,P008059,2026-08-18 21:54:00,검사원C,합격,없음,0,0.0,정상
Q008060,P008060,2026-07-08 18:46:00,검사원C,합격,없음,0,0.0,정상
Q008061,P008061,2026-03-02 09:47:00,검사원A,합격,없음,0,0.0,정상
Q008062,P008062,2026-11-30 05:14:00,검사원A,합격,없음,0,0.0,정상
Q008063,P008063,2026-01-07 23:12:00,검사원B,합격,없음,0,0.0,정상
Q008064,P008064,2026-04-17 09:47:00,검사원C,합격,없음,0,0.0,정상
Q008065,P008065,2026-03-23 09:07:00,검사원B,합격,없음,0,0.0,정상
Q008066,P008066,2026-06-16 23:38:00,검사원B,합격,없음,0,0.0,정상
Q008067,P008067,2026-10-08 18:57:00,검사원B,불합격,균열,10,0.99,금형 이상
Q008068,P008068,2026-07-15 09:11:00,검사원B,불합격,스크래치,26,2.63,설비 마모
Q008069,P008069,2026-11-19 19:51:00,검사원C,불합격,스크래치,29,3.11,설비 마모
Q008070,P008070,2026-12-19 13:24:00,검사원B,합격,없음,0,0.0,정상
Q008071,P008071,2026-02-23 19:56:00,검사원A,합격,없음,0,0.0,정상
Q008072,P008072,2026-05-25 10:45:00,검사원C,합격,없음,0,0.0,정상
Q008073,P008073,2026-12-02 14:31:00,검사원B,합격,없음,0,0.0,정상
Q008074,P008074,2026-06-18 06:53:00,검사원A,합격,없음,0,0.0,정상
Q008075,P008075,2026-03-16 14:23:00,검사원C,합격,없음,0,0.0,정상
Q008076,P008076,2026-08-22 18:03:00,검사원B,합격,없음,0,0.0,정상
Q008077,P008077,2026-10-16 15:09:00,검사원B,합격,없음,0,0.0,정상
Q008078,P008078,2026-07-27 19:57:00,검사원A,합격,없음,0,0.0,정상
Q008079,P008079,2026-05-13 20:52:00,검사원C,합격,없음,0,0.0,정상
Q008080,P008080,2026-09-17 14:45:00,검사원B,합격,없음,0,0.0,정상
Q008081,P008081,2026-09-14 00:10:00,검사원B,합격,없음,0,0.0,정상
Q008082,P008082,2026-12-24 04:47:00,검사원B,합격,없음,0,0.0,정상
Q008083,P008083,2026-07-26 21:05:00,검사원C,합격,없음,0,0.0,정상
Q008084,P008084,2026-12-11 19:36:00,검사원B,합격,없음,0,0.0,정상
Q008085,P008085,2026-11-17 13:33:00,검사원B,합격,없음,0,0.0,정상
Q008086,P008086,2026-12-14 14:13:00,검사원A,합격,없음,0,0.0,정상
Q008087,P008087,2026-09-03 11:12:00,검사원A,합격,없음,0,0.0,정상
Q008088,P008088,2026-11-11 00:48:00,검사원A,합격,없음,0,0.0,정상
Q008089,P008089,2026-07-01 20:54:00,검사원C,합격,없음,0,0.0,정상
Q008090,P008090,2026-12-23 01:20:00,검사원B,합격,없음,0,0.0,정상
Q008091,P008091,2026-02-08 02:57:00,검사원B,합격,없음,0,0.0,정상
Q008092,P008092,2026-11-05 09:36:00,검사원A,불합격,스크래치,20,2.09,설비 마모
Q008093,P008093,2026-05-17 23:06:00,검사원B,합격,없음,0,0.0,정상
Q008094,P008094,2026-05-15 13:31:00,검사원C,합격,없음,0,0.0,정상
Q008095,P008095,2026-05-06 22:21:00,검사원B,합격,없음,0,0.0,정상
Q008096,P008096,2026-01-24 22:08:00,검사원C,합격,없음,0,0.0,정상
Q008097,P008097,2026-01-05 00:29:00,검사원B,합격,없음,0,0.0,정상
Q008098,P008098,2026-10-15 05:19:00,검사원B,합격,없음,0,0.0,정상
Q008099,P008099,2026-03-22 18:31:00,검사원A,합격,없음,0,0.0,정상
Q008100,P008100,2026-02-24 07:07:00,검사원A,합격,없음,0,0.0,정상
Q008101,P008101,2026-12-08 08:14:00,검사원A,불합격,변형,1,0.1,온도 이상
Q008102,P008102,2026-12-15 22:21:00,검사원B,합격,없음,0,0.0,정상
Q008103,P008103,2026-02-20 12:40:00,검사원A,합격,없음,0,0.0,정상
Q008104,P008104,2026-07-03 15:00:00,검사원B,합격,없음,0,0.0,정상
Q008105,P008105,2026-07-02 05:48:00,검사원B,합격,없음,0,0.0,정상
Q008106,P008106,2026-11-21 12:50:00,검사원C,합격,없음,0,0.0,정상
Q008107,P008107,2026-09-27 04:09:00,검사원C,합격,없음,0,0.0,정상
Q008108,P008108,2026-10-31 17:49:00,검사원A,합격,없음,0,0.0,정상
Q008109,P008109,2026-12-22 22:23:00,검사원A,합격,없음,0,0.0,정상
Q008110,P008110,2026-09-05 09:54:00,검사원C,합격,없음,0,0.0,정상
Q008111,P008111,2026-01-29 02:27:00,검사원B,합격,없음,0,0.0,정상
Q008112,P008112,2026-04-20 11:48:00,검사원A,합격,없음,0,0.0,정상
Q008113,P008113,2026-03-02 21:54:00,검사원A,합격,없음,0,0.0,정상
Q008114,P008114,2026-07-24 22:13:00,검사원A,합격,없음,0,0.0,정상
Q008115,P008115,2026-12-01 23:38:00,검사원C,합격,없음,0,0.0,정상
Q008116,P008116,2026-02-19 21:10:00,검사원A,합격,없음,0,0.0,정상
Q008117,P008117,2026-02-19 04:54:00,검사원A,합격,없음,0,0.0,정상
Q008118,P008118,2026-05-03 03:30:00,검사원C,합격,없음,0,0.0,정상
Q008119,P008119,2026-02-10 23:27:00,검사원A,합격,없음,0,0.0,정상
Q008120,P008120,2026-01-31 14:19:00,검사원A,합격,없음,0,0.0,정상
Q008121,P008121,2026-08-22 21:07:00,검사원A,불합격,균열,23,2.5,금형 이상
Q008122,P008122,2026-01-04 22:35:00,검사원C,합격,없음,0,0.0,정상
Q008123,P008123,2026-08-13 05:10:00,검사원B,합격,없음,0,0.0,정상
Q008124,P008124,2026-10-01 21:39:00,검사원B,합격,없음,0,0.0,정상
Q008125,P008125,2026-03-16 00:04:00,검사원B,합격,없음,0,0.0,정상
Q008126,P008126,2026-01-15 16:13:00,검사원B,합격,없음,0,0.0,정상
Q008127,P008127,2026-03-31 21:40:00,검사원A,합격,없음,0,0.0,정상
Q008128,P008128,2026-10-26 16:52:00,검사원C,합격,없음,0,0.0,정상
Q008129,P008129,2026-05-08 06:24:00,검사원C,합격,없음,0,0.0,정상
Q008130,P008130,2026-12-23 12:39:00,검사원A,합격,없음,0,0.0,정상
Q008131,P008131,2026-09-29 05:13:00,검사원A,합격,없음,0,0.0,정상
Q008132,P008132,2026-09-02 04:18:00,검사원B,합격,없음,0,0.0,정상
Q008133,P008133,2026-01-28 15:28:00,검사원C,합격,없음,0,0.0,정상
Q008134,P008134,2026-10-20 08:51:00,검사원C,합격,없음,0,0.0,정상
Q008135,P008135,2026-10-05 03:19:00,검사원A,합격,없음,0,0.0,정상
Q008136,P008136,2026-08-23 20:17:00,검사원B,합격,없음,0,0.0,정상
Q008137,P008137,2026-01-15 00:02:00,검사원A,합격,없음,0,0.0,정상
Q008138,P008138,2026-04-02 20:36:00,검사원C,합격,없음,0,0.0,정상
Q008139,P008139,2026-06-02 07:27:00,검사원A,합격,없음,0,0.0,정상
Q008140,P008140,2026-08-04 16:46:00,검사원B,합격,없음,0,0.0,정상
Q008141,P008141,2026-12-13 17:50:00,검사원B,합격,없음,0,0.0,정상
Q008142,P008142,2026-02-09 05:32:00,검사원A,합격,없음,0,0.0,정상
Q008143,P008143,2026-05-09 10:25:00,검사원A,합격,없음,0,0.0,정상
Q008144,P008144,2026-01-03 11:35:00,검사원C,합격,없음,0,0.0,정상
Q008145,P008145,2026-01-30 15:43:00,검사원C,합격,없음,0,0.0,정상
Q008146,P008146,2026-08-11 23:32:00,검사원A,합격,없음,0,0.0,정상
Q008147,P008147,2026-05-25 05:22:00,검사원B,합격,없음,0,0.0,정상
Q008148,P008148,2026-06-17 08:37:00,검사원A,합격,없음,0,0.0,정상
Q008149,P008149,2026-09-17 17:50:00,검사원C,합격,없음,0,0.0,정상
Q008150,P008150,2026-11-28 14:01:00,검사원B,합격,없음,0,0.0,정상
Q008151,P008151,2026-01-10 17:07:00,검사원B,합격,없음,0,0.0,정상
Q008152,P008152,2026-10-13 01:45:00,검사원C,합격,없음,0,0.0,정상
Q008153,P008153,2026-04-28 21:58:00,검사원C,합격,없음,0,0.0,정상
Q008154,P008154,2026-04-06 17:42:00,검사원C,합격,없음,0,0.0,정상
Q008155,P008155,2026-10-22 01:53:00,검사원C,합격,없음,0,0.0,정상
Q008156,P008156,2026-01-02 00:15:00,검사원A,합격,없음,0,0.0,정상
Q008157,P008157,2026-05-19 01:26:00,검사원C,합격,없음,0,0.0,정상
Q008158,P008158,2026-08-02 11:57:00,검사원C,합격,없음,0,0.0,정상
Q008159,P008159,2026-05-20 05:23:00,검사원A,합격,없음,0,0.0,정상
Q008160,P008160,2026-09-28 07:28:00,검사원A,합격,없음,0,0.0,정상
Q008161,P008161,2026-09-17 10:19:00,검사원B,합격,없음,0,0.0,정상
Q008162,P008162,2026-01-24 21:33:00,검사원B,합격,없음,0,0.0,정상
Q008163,P008163,2026-05-16 15:11:00,검사원A,합격,없음,0,0.0,정상
Q008164,P008164,2026-03-06 11:13:00,검사원C,불합격,스크래치,17,1.99,설비 마모
Q008165,P008165,2026-02-03 07:50:00,검사원A,합격,없음,0,0.0,정상
Q008166,P008166,2026-08-02 11:48:00,검사원B,합격,없음,0,0.0,정상
Q008167,P008167,2026-03-14 20:42:00,검사원A,합격,없음,0,0.0,정상
Q008168,P008168,2026-01-25 13:25:00,검사원C,합격,없음,0,0.0,정상
Q008169,P008169,2026-09-22 08:54:00,검사원B,합격,없음,0,0.0,정상
Q008170,P008170,2026-08-05 15:22:00,검사원C,합격,없음,0,0.0,정상
Q008171,P008171,2026-10-26 16:21:00,검사원C,합격,없음,0,0.0,정상
Q008172,P008172,2026-02-06 12:41:00,검사원A,합격,없음,0,0.0,정상
Q008173,P008173,2026-07-09 09:42:00,검사원C,합격,없음,0,0.0,정상
Q008174,P008174,2026-12-05 02:46:00,검사원B,합격,없음,0,0.0,정상
Q008175,P008175,2026-12-03 19:38:00,검사원B,합격,없음,0,0.0,정상
Q008176,P008176,2026-09-22 21:29:00,검사원A,합격,없음,0,0.0,정상
Q008177,P008177,2026-12-23 16:03:00,검사원B,합격,없음,0,0.0,정상
Q008178,P008178,2026-03-26 13:37:00,검사원C,합격,없음,0,0.0,정상
Q008179,P008179,2026-06-24 07:54:00,검사원A,합격,없음,0,0.0,정상
Q008180,P008180,2026-08-31 12:15:00,검사원B,합격,없음,0,0.0,정상
Q008181,P008181,2026-04-25 10:41:00,검사원A,합격,없음,0,0.0,정상
Q008182,P008182,2026-02-03 00:06:00,검사원A,합격,없음,0,0.0,정상
Q008183,P008183,2026-11-12 17:42:00,검사원B,합격,없음,0,0.0,정상
Q008184,P008184,2026-03-08 05:16:00,검사원A,불합격,치수불량,9,0.91,설비 진동
Q008185,P008185,2026-06-06 16:37:00,검사원C,합격,없음,0,0.0,정상
Q008186,P008186,2026-07-19 05:21:00,검사원B,불합격,치수불량,20,2.24,설비 진동
Q008187,P008187,2026-06-27 07:51:00,검사원B,합격,없음,0,0.0,정상
Q008188,P008188,2026-05-18 13:54:00,검사원C,합격,없음,0,0.0,정상
Q008189,P008189,2026-06-23 18:18:00,검사원B,합격,없음,0,0.0,정상
Q008190,P008190,2026-12-08 11:57:00,검사원C,합격,없음,0,0.0,정상
Q008191,P008191,2026-02-25 16:53:00,검사원B,불합격,스크래치,17,1.77,설비 마모
Q008192,P008192,2026-11-19 23:12:00,검사원B,합격,없음,0,0.0,정상
Q008193,P008193,2026-03-30 23:26:00,검사원C,합격,없음,0,0.0,정상
Q008194,P008194,2026-04-08 06:09:00,검사원B,합격,없음,0,0.0,정상
Q008195,P008195,2026-10-17 00:18:00,검사원A,합격,없음,0,0.0,정상
Q008196,P008196,2026-04-15 08:57:00,검사원C,합격,없음,0,0.0,정상
Q008197,P008197,2026-10-12 05:53:00,검사원C,합격,없음,0,0.0,정상
Q008198,P008198,2026-05-20 17:03:00,검사원A,합격,없음,0,0.0,정상
Q008199,P008199,2026-04-15 20:48:00,검사원C,합격,없음,0,0.0,정상
Q008200,P008200,2026-08-08 05:00:00,검사원B,합격,없음,0,0.0,정상
Q008201,P008201,2026-03-30 09:36:00,검사원A,합격,없음,0,0.0,정상
Q008202,P008202,2026-02-07 13:48:00,검사원A,합격,없음,0,0.0,정상
Q008203,P008203,2026-01-03 17:21:00,검사원C,합격,없음,0,0.0,정상
Q008204,P008204,2026-08-20 20:23:00,검사원A,합격,없음,0,0.0,정상
Q008205,P008205,2026-09-25 03:56:00,검사원C,합격,없음,0,0.0,정상
Q008206,P008206,2026-10-28 19:29:00,검사원A,합격,없음,0,0.0,정상
Q008207,P008207,2026-08-17 23:18:00,검사원A,합격,없음,0,0.0,정상
Q008208,P008208,2026-10-18 15:47:00,검사원B,합격,없음,0,0.0,정상
Q008209,P008209,2026-05-14 11:34:00,검사원A,합격,없음,0,0.0,정상
Q008210,P008210,2026-01-07 05:29:00,검사원C,합격,없음,0,0.0,정상
Q008211,P008211,2026-07-07 17:20:00,검사원A,합격,없음,0,0.0,정상
Q008212,P008212,2026-10-09 03:46:00,검사원C,합격,없음,0,0.0,정상
Q008213,P008213,2026-11-27 05:46:00,검사원B,합격,없음,0,0.0,정상
Q008214,P008214,2026-11-17 01:21:00,검사원A,합격,없음,0,0.0,정상
Q008215,P008215,2026-10-04 00:16:00,검사원B,합격,없음,0,0.0,정상
Q008216,P008216,2026-07-26 03:05:00,검사원A,합격,없음,0,0.0,정상
Q008217,P008217,2026-06-16 21:06:00,검사원A,합격,없음,0,0.0,정상
Q008218,P008218,2026-05-31 00:53:00,검사원A,불합격,치수불량,19,2.21,설비 진동
Q008219,P008219,2026-10-18 18:17:00,검사원C,합격,없음,0,0.0,정상
Q008220,P008220,2026-01-23 11:18:00,검사원A,합격,없음,0,0.0,정상
Q008221,P008221,2026-09-17 19:19:00,검사원B,합격,없음,0,0.0,정상
Q008222,P008222,2026-02-24 18:36:00,검사원C,합격,없음,0,0.0,정상
Q008223,P008223,2026-08-14 19:06:00,검사원C,합격,없음,0,0.0,정상
Q008224,P008224,2026-10-29 22:22:00,검사원C,합격,없음,0,0.0,정상
Q008225,P008225,2026-05-13 04:35:00,검사원B,합격,없음,0,0.0,정상
Q008226,P008226,2026-01-16 14:38:00,검사원B,합격,없음,0,0.0,정상
Q008227,P008227,2026-07-07 07:30:00,검사원C,합격,없음,0,0.0,정상
Q008228,P008228,2026-12-15 07:09:00,검사원B,합격,없음,0,0.0,정상
Q008229,P008229,2026-07-13 08:25:00,검사원C,합격,없음,0,0.0,정상
Q008230,P008230,2026-10-14 00:20:00,검사원B,합격,없음,0,0.0,정상
Q008231,P008231,2026-07-09 14:57:00,검사원B,합격,없음,0,0.0,정상
Q008232,P008232,2026-06-20 14:25:00,검사원C,합격,없음,0,0.0,정상
Q008233,P008233,2026-01-11 01:07:00,검사원B,합격,없음,0,0.0,정상
Q008234,P008234,2026-06-17 12:02:00,검사원C,합격,없음,0,0.0,정상
Q008235,P008235,2026-09-06 04:57:00,검사원A,합격,없음,0,0.0,정상
Q008236,P008236,2026-04-01 20:09:00,검사원C,합격,없음,0,0.0,정상
Q008237,P008237,2026-11-20 03:50:00,검사원B,합격,없음,0,0.0,정상
Q008238,P008238,2026-08-18 13:56:00,검사원C,합격,없음,0,0.0,정상
Q008239,P008239,2026-12-01 21:35:00,검사원A,합격,없음,0,0.0,정상
Q008240,P008240,2026-09-03 07:26:00,검사원C,합격,없음,0,0.0,정상
Q008241,P008241,2026-07-28 13:13:00,검사원A,합격,없음,0,0.0,정상
Q008242,P008242,2026-11-11 13:06:00,검사원A,합격,없음,0,0.0,정상
Q008243,P008243,2026-07-31 02:30:00,검사원A,합격,없음,0,0.0,정상
Q008244,P008244,2026-07-16 19:02:00,검사원A,불합격,치수불량,10,0.77,설비 진동
Q008245,P008245,2026-09-13 13:48:00,검사원C,합격,없음,0,0.0,정상
Q008246,P008246,2026-05-21 11:03:00,검사원C,합격,없음,0,0.0,정상
Q008247,P008247,2026-08-29 23:04:00,검사원B,합격,없음,0,0.0,정상
Q008248,P008248,2026-09-23 09:01:00,검사원B,합격,없음,0,0.0,정상
Q008249,P008249,2026-08-10 15:03:00,검사원B,불합격,치수불량,16,1.62,설비 진동
Q008250,P008250,2026-06-10 00:09:00,검사원B,합격,없음,0,0.0,정상
Q008251,P008251,2026-10-05 21:40:00,검사원C,불합격,치수불량,24,2.75,설비 진동
Q008252,P008252,2026-08-02 00:01:00,검사원C,합격,없음,0,0.0,정상
Q008253,P008253,2026-07-19 21:24:00,검사원C,합격,없음,0,0.0,정상
Q008254,P008254,2026-04-06 20:10:00,검사원B,합격,없음,0,0.0,정상
Q008255,P008255,2026-08-20 14:19:00,검사원A,합격,없음,0,0.0,정상
Q008256,P008256,2026-01-30 19:29:00,검사원C,합격,없음,0,0.0,정상
Q008257,P008257,2026-05-12 18:47:00,검사원B,합격,없음,0,0.0,정상
Q008258,P008258,2026-02-26 19:56:00,검사원C,합격,없음,0,0.0,정상
Q008259,P008259,2026-05-09 15:35:00,검사원C,합격,없음,0,0.0,정상
Q008260,P008260,2026-04-07 21:01:00,검사원B,합격,없음,0,0.0,정상
Q008261,P008261,2026-10-10 00:41:00,검사원B,합격,없음,0,0.0,정상
Q008262,P008262,2026-07-12 07:29:00,검사원B,불합격,스크래치,29,3.06,설비 마모
Q008263,P008263,2026-12-14 09:32:00,검사원C,합격,없음,0,0.0,정상
Q008264,P008264,2026-04-22 21:43:00,검사원A,합격,없음,0,0.0,정상
Q008265,P008265,2026-04-06 14:51:00,검사원B,합격,없음,0,0.0,정상
Q008266,P008266,2026-09-30 11:54:00,검사원A,합격,없음,0,0.0,정상
Q008267,P008267,2026-05-21 17:45:00,검사원B,합격,없음,0,0.0,정상
Q008268,P008268,2026-08-04 00:49:00,검사원A,합격,없음,0,0.0,정상
Q008269,P008269,2026-10-11 12:28:00,검사원B,합격,없음,0,0.0,정상
Q008270,P008270,2026-10-25 21:11:00,검사원A,합격,없음,0,0.0,정상
Q008271,P008271,2026-09-19 06:38:00,검사원C,합격,없음,0,0.0,정상
Q008272,P008272,2026-09-28 14:36:00,검사원B,합격,없음,0,0.0,정상
Q008273,P008273,2026-08-15 17:57:00,검사원B,합격,없음,0,0.0,정상
Q008274,P008274,2026-08-21 10:08:00,검사원A,합격,없음,0,0.0,정상
Q008275,P008275,2026-10-08 06:39:00,검사원B,합격,없음,0,0.0,정상
Q008276,P008276,2026-03-03 19:02:00,검사원B,합격,없음,0,0.0,정상
Q008277,P008277,2026-09-16 15:53:00,검사원B,합격,없음,0,0.0,정상
Q008278,P008278,2026-09-10 22:46:00,검사원C,합격,없음,0,0.0,정상
Q008279,P008279,2026-12-10 23:54:00,검사원C,합격,없음,0,0.0,정상
Q008280,P008280,2026-11-28 20:48:00,검사원A,합격,없음,0,0.0,정상
Q008281,P008281,2026-01-28 12:31:00,검사원B,합격,없음,0,0.0,정상
Q008282,P008282,2026-02-16 22:13:00,검사원B,합격,없음,0,0.0,정상
Q008283,P008283,2026-10-23 17:10:00,검사원A,합격,없음,0,0.0,정상
Q008284,P008284,2026-07-06 10:39:00,검사원A,합격,없음,0,0.0,정상
Q008285,P008285,2026-09-18 01:23:00,검사원A,합격,없음,0,0.0,정상
Q008286,P008286,2026-03-06 22:50:00,검사원B,합격,없음,0,0.0,정상
Q008287,P008287,2026-02-03 02:16:00,검사원C,합격,없음,0,0.0,정상
Q008288,P008288,2026-04-13 02:36:00,검사원B,합격,없음,0,0.0,정상
Q008289,P008289,2026-04-26 08:04:00,검사원B,합격,없음,0,0.0,정상
Q008290,P008290,2026-11-10 13:23:00,검사원C,합격,없음,0,0.0,정상
Q008291,P008291,2026-05-05 08:50:00,검사원A,합격,없음,0,0.0,정상
